itstId,itstNm,mapCtptIntLat,mapCtptIntLot,,,
20458,명보사거리(연등),37.5627579,126.9930872,,,
20463,돈암1동주민센터(연등)1,37.6022374,127.0250188,,,
20470,불광역(연등),37.6121223,126.9285246,,,
20472,연신내로데오(연등),37.6184018,126.920178,,,
20477,역촌사거리(연등),37.6075679,126.9217924,,,
20478,역촌역(연등),37.605473,126.9226238,,,
20482,신사오거리(연등)1,37.5995239,126.9165965,,,
20483,청운아파트(연등),37.5945988,126.9145487,,,
20484,새절역(연등),37.5933385,126.9131659,,,
2049,3.4번정문,37.5349453,126.9847157,,,
205,한영대학교,37.4978928,126.8523901,,,
2050,청파동삼거리,37.5482115,126.9700559,,,
2051,청파동입구,37.5495581,126.9718128,,,
20516,서울대매점앞(연등),37.4670538,126.9487171,,,
20526,신림3교(연등),37.4721493,126.933292,,,
20529,선정중고입구(연등),37.6161564,126.9077564,,,
20538,강월초교(연등),37.5161781,126.8348345,,,
2054,국립중앙박물관,37.5215214,126.9771243,,,
20559,발산119안전센터(연등),37.5565925,126.8376186,,,
2056,국방부,37.534642,126.9758186,,,
2059,남영삼거리,37.5420484,126.9727794,,,
206,오류동삼거리,37.4948451,126.841098,,,
2060,남영역,37.5416827,126.9707873,,,
2061,다래원,37.5347082,126.9973112,,,
2062,데이콤빌딩,37.5241886,126.9632141,,,
20622,녹천교동측(연등)1,37.6453063,127.0583311,,,
2063,동빙고동,37.5294537,126.9913518,,,
20637,신설동역앞(연등),37.5744973,12.7025588,,,
2064,동자동,37.5511286,126.9722147,,,
20643,미아서광빌딩(연등),37.6231767,127.0274346,,,
20644,숭인시장(연등),37.6132158,127.0300703,,,
20648,한성대(연등)1,37.5907561,127.0111831,,,
2065,대림1동공영주차장앞,37.493279,126.9011983,,,
20659,강서보건소앞(연등),37.5492626,126.8680956,,,
